INSERT INTO `thread` VALUES
('1', '2', '', 'test', NULL, '2019-1-1 00:00:00', NULL, 'test', NULL),
('1', '973', '', 'test', NULL, '2019-1-1 00:00:00', NULL, 'test', NULL),
('1', '974', '', 'test', NULL, '2019-1-1 00:00:00', NULL, 'test', NULL),
('1', '975', '', 'test', NULL, '2019-1-1 00:00:00', NULL, 'test', NULL),
('1', '976', '', 'test', NULL, '2019-1-1 00:00:00', NULL, 'test', NULL),
('1', '977', '', 'test', NULL, '2019-1-1 00:00:00', NULL, 'test', NULL),
('1', '978', '', 'test', NULL, '2019-1-1 00:00:00', NULL, 'test', NULL),
('1', '979', '', 'test', NULL, '2019-1-1 00:00:00', NULL, 'test', NULL),
('1', '980', '', 'test', NULL, '2019-1-1 00:00:00', NULL, 'test', NULL),
('1', '981', '', 'test', NULL, '2019-1-1 00:00:00', NULL, 'test', NULL),
('1', '982', '', 'test', NULL, '2019-1-1 00:00:00', NULL, 'test', NULL),
('1', '983', '', 'test', NULL, '2019-1-1 00:00:00', NULL, 'test', NULL),
('1', '984', '', 'test', NULL, '2019-1-1 00:00:00', NULL, 'test', NULL),
('1', '985', '', 'test', NULL, '2019-1-1 00:00:00', NULL, 'test', NULL),
('1', '986', '', 'test', NULL, '2019-1-1 00:00:00', NULL, 'test', NULL),
('1', '987', '', 'test', NULL, '2019-1-1 00:00:00', NULL, 'test', NULL),
('1', '988', '', 'test', NULL, '2019-1-1 00:00:00', NULL, 'test', NULL),
('1', '989', '', 'test', NULL, '2019-1-1 00:00:00', NULL, 'test', NULL),
('1', '990', '', 'test', NULL, '2019-1-1 00:00:00', NULL, 'test', NULL),
('1', '991', '', 'test', NULL, '2019-1-1 00:00:00', NULL, 'test', NULL),
('1', '992', '', 'test', NULL, '2019-1-1 00:00:00', NULL, 'test', NULL),
('1', '993', '', 'test', NULL, '2019-1-1 00:00:00', NULL, 'test', NULL),
('1', '994', '', 'test', NULL, '2019-1-1 00:00:00', NULL, 'test', NULL),
('1', '995', '', 'test', NULL, '2019-1-1 00:00:00', NULL, 'test', NULL),
('1', '996', '', 'test', NULL, '2019-1-1 00:00:00', NULL, 'test', NULL),
('1', '997', '', 'test', NULL, '2019-1-1 00:00:00', NULL, 'test', NULL),
('1', '998', '', 'test', NULL, '2019-1-1 00:00:00', NULL, 'test', NULL)
